,ally_tower_kills,enemy_tower_kills,ally_inhibitor_kills,enemy_inhibitor_kills,ally_baron_kills,enemy_baron_kills,ally_dragon_kills,enemy_dragon_kills,ally_rift_kills,enemy_rift_kills,ally_kills,enemy_kills,score_diff,win
186,6,11,0,6,1,2,1,3,1,1,25,31,-2.3929505347977127,False
187,8,4,1,0,1,1,0,4,1,1,31,31,1.6767934592809581,True
188,3,10,0,2,0,1,0,4,1,1,16,34,-7.830413196500878,False
189,7,6,1,0,1,0,2,0,0,2,32,29,3.499055062575927,True
190,3,11,0,2,0,1,1,3,1,1,24,32,-4.8939176430842295,False
191,7,0,2,0,1,0,3,0,1,1,39,17,11.93790798684985,True
192,7,2,1,0,1,0,3,1,1,1,36,24,8.172573513821177,True
193,10,2,2,0,2,0,2,2,0,2,49,23,7.449372011168322,True
194,11,3,1,0,1,1,4,1,2,0,48,31,7.5948309918977515,True
195,8,0,1,0,0,1,3,0,2,0,27,15,6.828775316254912,True
196,2,10,0,2,0,1,1,3,1,1,11,29,-12.094872949587504,False
197,11,1,4,0,1,0,4,0,2,0,23,14,5.436599979143303,True
198,2,11,0,3,0,1,0,3,1,1,33,47,-4.788048428694829,False
199,2,10,0,2,0,1,1,2,0,2,31,44,-5.795313427685393,False
200,10,3,1,0,1,0,2,1,1,1,31,20,5.544802330396031,True
201,11,0,3,0,1,0,3,1,2,0,34,19,7.209882432076462,True
202,9,3,1,0,1,0,3,1,1,1,43,28,9.304070099726232,True
203,1,10,0,2,0,2,0,4,1,1,19,32,-6.869652304985117,False
204,5,9,0,1,0,1,2,3,0,2,23,30,-2.0787836872102545,False
205,6,9,0,2,1,2,2,3,2,0,45,48,2.090032214580276,False
206,11,1,3,0,0,1,3,2,1,1,40,30,4.650353060418539,True
207,11,0,2,0,1,0,2,0,2,0,32,16,9.812624405019832,True
208,10,1,2,0,1,0,2,0,2,0,35,10,14.622128919109976,True
209,3,10,0,2,0,1,0,4,0,2,16,34,-13.197651815530975,False
210,2,8,0,2,0,1,1,2,0,2,15,30,-10.206189495825356,False
211,8,5,1,0,1,0,1,2,1,1,29,29,0.7404703510931938,True
212,7,2,1,0,0,0,2,1,1,1,31,18,6.420854751485393,True
213,1,10,0,2,0,1,0,4,1,1,22,49,-14.395224128146225,False
214,4,8,0,2,0,1,1,3,2,0,13,30,-10.201713088090735,False
215,3,11,0,2,0,1,2,1,0,2,25,31,-0.6724042126823448,False
216,6,10,1,2,0,2,1,4,0,1,38,46,-1.7597257853514705,False
217,1,10,0,2,0,1,1,2,0,2,17,22,-7.394491338557806,False
218,6,7,0,2,2,1,4,1,0,2,37,39,-0.910452442386628,False
219,1,9,0,2,0,1,0,4,1,1,9,30,-13.396783491815867,False
220,9,2,1,0,1,0,2,2,2,0,46,31,3.307913082673686,True
221,4,8,0,1,0,1,2,1,0,2,28,30,-4.282889445901972,False
222,11,1,4,0,1,0,3,1,2,0,38,23,6.26238818134577,True
223,1,11,0,2,0,1,1,3,1,1,12,35,-12.597056227366167,False
224,9,5,3,0,2,0,3,1,1,1,33,32,2.386280346010359,True
225,7,2,0,0,1,0,1,2,1,1,28,28,1.2060339182543558,True
226,9,3,1,0,1,0,1,3,2,0,43,35,-1.0965082172956713,True
227,10,3,2,0,1,0,3,1,1,1,41,18,10.585944758973895,True
228,5,10,0,2,0,1,1,2,2,0,32,38,-3.4734360878630213,False
229,9,1,1,0,1,0,3,0,2,0,26,19,8.388906665863466,True
230,5,9,0,2,0,1,2,3,2,0,29,44,-5.905820960781178,False
231,5,0,0,0,1,0,2,1,2,0,38,21,7.4973722369477045,True
232,0,7,0,1,0,1,1,2,0,2,26,29,-1.429399985965098,False
233,6,8,1,1,0,1,0,3,1,1,23,30,-5.026028742862067,False
234,8,4,1,0,1,0,2,2,0,2,27,22,4.025838523580617,True
235,9,1,2,0,0,2,5,0,2,0,29,14,4.820654021558802,True
236,7,0,1,0,1,0,2,1,1,1,36,20,8.161283348456841,True
237,9,3,2,0,1,0,3,1,1,1,39,39,2.329855919810001,True
238,10,1,2,0,1,0,3,1,1,1,27,20,6.445304111178018,True
239,7,4,1,0,1,0,1,3,0,2,46,30,6.341633977947673,True
240,7,8,1,1,0,2,2,3,0,2,25,36,-1.1424838387785243,False
241,9,4,1,0,1,1,3,2,1,1,34,27,2.3561978417795473,True
242,3,10,0,2,0,1,1,2,1,1,12,30,-13.784017447953417,False
243,6,2,1,0,1,0,2,2,2,0,30,17,6.457393583589777,True
244,11,4,4,0,1,1,5,0,2,0,45,28,5.716302468088905,True
245,9,3,2,0,0,1,1,2,2,0,48,24,6.989220685380168,True
246,4,8,0,1,1,1,1,2,1,1,37,43,-4.87387000612086,False
247,3,10,0,1,0,1,0,4,1,1,13,33,-10.998964949313056,False
248,1,11,0,3,0,1,0,3,1,1,13,26,-11.926354547614274,False
249,10,2,2,0,1,0,2,2,1,1,37,31,1.8189111858624045,True
250,10,2,2,0,1,1,3,1,2,0,43,24,8.827427035460438,True
251,6,11,0,6,1,2,1,3,1,1,25,31,-2.3929505347977127,False
252,8,4,1,0,1,1,0,4,1,1,31,31,1.6767934592809581,True
253,3,10,0,2,0,1,0,4,1,1,16,34,-7.830413196500878,False
254,7,6,1,0,1,0,2,0,0,2,32,29,3.499055062575927,True
255,3,11,0,2,0,1,1,3,1,1,24,32,-4.8939176430842295,False
256,7,0,2,0,1,0,3,0,1,1,39,17,11.93790798684985,True
257,7,2,1,0,1,0,3,1,1,1,36,24,8.172573513821177,True
258,10,2,2,0,2,0,2,2,0,2,49,23,7.449372011168322,True
259,11,3,1,0,1,1,4,1,2,0,48,31,7.5948309918977515,True
260,8,0,1,0,0,1,3,0,2,0,27,15,6.828775316254912,True
261,2,10,0,2,0,1,1,3,1,1,11,29,-12.094872949587504,False
262,11,1,4,0,1,0,4,0,2,0,23,14,5.436599979143303,True
263,2,11,0,3,0,1,0,3,1,1,33,47,-4.788048428694829,False
264,2,10,0,2,0,1,1,2,0,2,31,44,-5.795313427685393,False
265,10,3,1,0,1,0,2,1,1,1,31,20,5.544802330396031,True
266,11,0,3,0,1,0,3,1,2,0,34,19,7.209882432076462,True
267,9,3,1,0,1,0,3,1,1,1,43,28,9.304070099726232,True
268,1,10,0,2,0,2,0,4,1,1,19,32,-6.869652304985117,False
269,5,9,0,1,0,1,2,3,0,2,23,30,-2.0787836872102545,False
270,6,9,0,2,1,2,2,3,2,0,45,48,2.090032214580276,False
271,11,1,3,0,0,1,3,2,1,1,40,30,4.650353060418539,True
272,11,0,2,0,1,0,2,0,2,0,32,16,9.812624405019832,True
273,10,1,2,0,1,0,2,0,2,0,35,10,14.622128919109976,True
274,3,10,0,2,0,1,0,4,0,2,16,34,-13.197651815530975,False
275,2,8,0,2,0,1,1,2,0,2,15,30,-10.206189495825356,False
276,8,5,1,0,1,0,1,2,1,1,29,29,0.7404703510931938,True
277,7,2,1,0,0,0,2,1,1,1,31,18,6.420854751485393,True
278,1,10,0,2,0,1,0,4,1,1,22,49,-14.395224128146225,False
279,4,8,0,2,0,1,1,3,2,0,13,30,-10.201713088090735,False
280,3,11,0,2,0,1,2,1,0,2,25,31,-0.6724042126823448,False
281,6,10,1,2,0,2,1,4,0,1,38,46,-1.7597257853514705,False
282,1,10,0,2,0,1,1,2,0,2,17,22,-7.394491338557806,False
283,6,7,0,2,2,1,4,1,0,2,37,39,-0.910452442386628,False
284,1,9,0,2,0,1,0,4,1,1,9,30,-13.396783491815867,False
285,9,2,1,0,1,0,2,2,2,0,46,31,3.307913082673686,True
286,4,8,0,1,0,1,2,1,0,2,28,30,-4.282889445901972,False
287,11,1,4,0,1,0,3,1,2,0,38,23,6.26238818134577,True
288,1,11,0,2,0,1,1,3,1,1,12,35,-12.597056227366167,False
289,9,5,3,0,2,0,3,1,1,1,33,32,2.386280346010359,True
290,7,2,0,0,1,0,1,2,1,1,28,28,1.2060339182543558,True
291,9,3,1,0,1,0,1,3,2,0,43,35,-1.0965082172956713,True
292,10,3,2,0,1,0,3,1,1,1,41,18,10.585944758973895,True
293,5,10,0,2,0,1,1,2,2,0,32,38,-3.4734360878630213,False
294,9,1,1,0,1,0,3,0,2,0,26,19,8.388906665863466,True
295,5,9,0,2,0,1,2,3,2,0,29,44,-5.905820960781178,False
296,5,0,0,0,1,0,2,1,2,0,38,21,7.4973722369477045,True
297,0,7,0,1,0,1,1,2,0,2,26,29,-1.429399985965098,False
298,6,8,1,1,0,1,0,3,1,1,23,30,-5.026028742862067,False
299,8,4,1,0,1,0,2,2,0,2,27,22,4.025838523580617,True
300,9,1,2,0,0,2,5,0,2,0,29,14,4.820654021558802,True
301,7,0,1,0,1,0,2,1,1,1,36,20,8.161283348456841,True
302,9,3,2,0,1,0,3,1,1,1,39,39,2.329855919810001,True
303,10,1,2,0,1,0,3,1,1,1,27,20,6.445304111178018,True
304,7,4,1,0,1,0,1,3,0,2,46,30,6.341633977947673,True
305,7,8,1,1,0,2,2,3,0,2,25,36,-1.1424838387785243,False
306,9,4,1,0,1,1,3,2,1,1,34,27,2.3561978417795473,True
307,3,10,0,2,0,1,1,2,1,1,12,30,-13.784017447953417,False
308,6,2,1,0,1,0,2,2,2,0,30,17,6.457393583589777,True
309,11,4,4,0,1,1,5,0,2,0,45,28,5.716302468088905,True
310,9,3,2,0,0,1,1,2,2,0,48,24,6.989220685380168,True
311,4,8,0,1,1,1,1,2,1,1,37,43,-4.87387000612086,False
312,3,10,0,1,0,1,0,4,1,1,13,33,-10.998964949313056,False
313,1,11,0,3,0,1,0,3,1,1,13,26,-11.926354547614274,False
314,10,2,2,0,1,0,2,2,1,1,37,31,1.8189111858624045,True
315,10,2,2,0,1,1,3,1,2,0,43,24,8.827427035460438,True
316,6,11,0,6,1,2,1,3,1,1,25,31,-2.3929505347977127,False
317,8,4,1,0,1,1,0,4,1,1,31,31,1.6767934592809581,True
318,3,10,0,2,0,1,0,4,1,1,16,34,-7.830413196500878,False
319,7,6,1,0,1,0,2,0,0,2,32,29,3.499055062575927,True
320,3,11,0,2,0,1,1,3,1,1,24,32,-4.8939176430842295,False
321,7,0,2,0,1,0,3,0,1,1,39,17,11.93790798684985,True
322,7,2,1,0,1,0,3,1,1,1,36,24,8.172573513821177,True
323,10,2,2,0,2,0,2,2,0,2,49,23,7.449372011168322,True
324,11,3,1,0,1,1,4,1,2,0,48,31,7.5948309918977515,True
325,8,0,1,0,0,1,3,0,2,0,27,15,6.828775316254912,True
326,2,10,0,2,0,1,1,3,1,1,11,29,-12.094872949587504,False
327,11,1,4,0,1,0,4,0,2,0,23,14,5.436599979143303,True
328,2,11,0,3,0,1,0,3,1,1,33,47,-4.788048428694829,False
329,2,10,0,2,0,1,1,2,0,2,31,44,-5.795313427685393,False
330,10,3,1,0,1,0,2,1,1,1,31,20,5.544802330396031,True
331,11,0,3,0,1,0,3,1,2,0,34,19,7.209882432076462,True
332,9,3,1,0,1,0,3,1,1,1,43,28,9.304070099726232,True
333,1,10,0,2,0,2,0,4,1,1,19,32,-6.869652304985117,False
334,5,9,0,1,0,1,2,3,0,2,23,30,-2.0787836872102545,False
335,6,9,0,2,1,2,2,3,2,0,45,48,2.090032214580276,False
336,11,1,3,0,0,1,3,2,1,1,40,30,4.650353060418539,True
337,11,0,2,0,1,0,2,0,2,0,32,16,9.812624405019832,True
338,10,1,2,0,1,0,2,0,2,0,35,10,14.622128919109976,True
339,3,10,0,2,0,1,0,4,0,2,16,34,-13.197651815530975,False
340,2,8,0,2,0,1,1,2,0,2,15,30,-10.206189495825356,False
